GVKEY,LPERMNO,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,aqc,at,capx,ceq,che,csho,dlc,dltt,dv,emp,ppent,sale,sppe,xrd,costat,prcc_f,conml,gsector,sic,state
008463,13586,54185,2020/12/31,2020,INDL,C,D,STD,PNR,G7S00T104,PENTAIR PLC,USD,58.0000,4197.2000,62.2000,2106.3000,82.1000,166.3460,0.0000,839.6000,127.1000,,,3017.8000,0.1000,75.7000,A,53.0900,Pentair plc,20,3561,
008479,13856,21384,2020/12/31,2020,INDL,C,D,STD,PEP,713448108,PEPSICO INC,USD,,92918.0000,4240.0000,13454.0000,9551.0000,1380.0000,4240.0000,41603.0000,5509.0000,291.0000,23039.0000,70372.0000,55.0000,719.0000,A,148.3000,PepsiCo Inc,30,2080,NY
008546,88487,3545,2020/12/31,2020,INDL,C,D,STD,PHG,500472303,KONINKLIJKE PHILIPS NV,USD,382.1070,33404.8620,618.3630,14307.9320,3888.5750,905.1280,1481.4190,6877.9320,1.2050,81.5920,3232.8450,23547.2160,21.6970,2308.3140,A,54.1700,Koninklijke Philips NV,35,3845,
008549,13928,21401,2020/12/31,2020,INDL,C,D,STD,COP,20825C104,CONOCOPHILLIPS,USD,0.0000,62618.0000,4715.0000,29849.0000,7856.0000,1068.0350,619.0000,14750.0000,1831.0000,,39893.0000,18784.0000,,,A,39.9900,Conocophillips,10,1311,TX
008606,24459,21411,2020/12/31,2020,INDL,C,D,STD,PBI,724479100,PITNEY BOWES INC,USD,,5217.8240,104.9880,66.3950,940.4240,171.9250,255.2140,2528.6530,,,631.6310,3554.0750,,38.3840,A,6.1600,Pitney Bowes Inc.,20,3579,CT
008644,89692,26227,2020/12/31,2020,INDL,C,D,STD,KGC,496902404,KINROSS GOLD CORP,USD,267.0000,10933.2000,916.1000,6596.5000,1224.6000,1258.3200,528.1000,1470.5000,75.5000,,7653.5000,4213.4000,8.4000,,A,7.3400,Kinross Gold Corp,15,1040,ON
008692,49744,21431,2020/12/31,2020,INDL,C,D,STD,PCH,737630103,POTLATCHDELTIC CORP,USD,0.0000,2381.0650,45.7850,1304.9530,252.3400,66.8760,39.9810,717.3660,107.8530,,1888.6050,1040.9300,1.0000,,A,50.0200,PotlatchDeltic Corp,60,2421,WA
008699,63715,3642,2020/09/30,2020,INDL,C,D,STD,POWL,739128106,POWELL INDUSTRIES INC,USD,0.0000,472.2780,5.1300,306.6260,178.9210,11.6160,2.7520,3.8340,12.0660,1.9970,119.5890,518.4990,,6.2650,A,24.1300,Powell Industries Inc,20,3613,TX
008762,18163,21446,2020/06/30,2020,INDL,C,D,STD,PG,742718109,PROCTER & GAMBLE CO,USD,58.0000,120700.0000,3073.0000,46704.0000,16181.0000,2479.7460,11422.0000,24189.0000,7789.0000,99.0000,21542.0000,70950.0000,,1834.0000,A,119.5700,Procter & Gamble Co (The),30,2840,OH
008823,54148,21349,2020/12/31,2020,INDL,C,D,STD,PHM,745867101,PULTEGROUP INC,USD,83.2510,12205.4980,58.3540,6569.9890,2632.2350,266.4640,863.4170,2392.0710,130.1790,5.2490,203.0170,11036.0820,0.0000,,A,43.1200,PulteGroup Inc,25,1531,GA
008826,64742,3500,2020/08/31,2020,INDL,C,D,STD,PCYO,746228303,PURE CYCLE CORP,USD,0.0000,89.7610,8.6310,82.0430,21.7970,23.8560,0.0740,0.1200,0.0000,0.0310,60.1970,32.1310,0.0000,,A,9.7600,Pure Cycle Corp,55,4950,CO
008864,65008,6244,2020/09/30,2020,INDL,C,D,STD,ASYS,032332504,AMTECH SYSTEMS INC,USD,0.0000,102.0980,2.6760,81.5190,45.0700,14.0630,0.5040,9.8620,0.0000,0.2960,17.1190,65.4630,0.0000,3.3120,A,4.8900,Amtech Systems Inc,45,3559,AZ
008898,69649,6137,2020/09/30,2020,INDL,C,D,STD,RJF,754730109,RAYMOND JAMES FINANCIAL CORP,USD,5.0000,47482.0000,124.0000,7114.0000,9841.0000,136.5570,435.0000,3248.0000,205.0000,14.8000,856.0000,8168.0000,0.0000,,A,72.7600,Raymond James Financial Inc.,40,6211,FL
008901,66683,21482,2020/12/31,2020,INDL,C,D,STD,RES,749660106,RPC INC,USD,,790.5050,,631.5670,84.4960,215.0670,9.1920,21.0900,,,291.6810,598.3020,,,A,3.1500,RPC Inc.,10,1389,GA
009023,76711,37472,2020/06/30,2020,INDL,C,D,STD,RGS,758932107,REGIS CORP/MN,USD,0.0000,1342.7940,37.4940,125.7030,122.8800,35.6260,138.1710,885.9350,0.0000,9.0000,843.3920,669.7290,,,A,8.1800,Regis Corp,25,7200,MN
009171,80294,26503,2020/09/30,2020,INDL,C,D,STD,RGCO,74955L103,RGC RESOURCES INC,USD,0.0000,281.6800,22.9160,88.8880,0.2910,8.1600,0.0000,123.8200,5.6090,0.1010,198.4450,63.0750,0.0600,,A,23.4500,RGC Resources Inc,55,4924,VA
009203,84381,31847,2020/09/30,2020,INDL,C,D,STD,ROK,773903109,ROCKWELL AUTOMATION,USD,550.9000,7264.7000,113.9000,1027.8000,705.2000,116.2000,114.3000,2249.4000,472.8000,23.5000,917.3000,6329.8000,14.9000,371.5000,A,220.6800,Rockwell Automation Inc.,20,3620,WI
009215,78405,26164,2020/12/31,2020,INDL,C,D,STD,RCI,775109200,ROGERS COMMUNICATIONS  -CL B,CAD,103.0000,38854.0000,2312.0000,9573.0000,2484.0000,504.9250,2949.0000,18308.0000,1011.0000,,14018.0000,13916.0000,0.0000,,A,59.2600,Rogers Communications Inc,50,4812,ON
009225,36003,21530,2020/12/31,2020,INDL,C,D,STD,ROL,775711104,ROLLINS INC,USD,,1845.9000,,941.3600,98.4770,491.6240,90.4360,326.7090,,,391.2020,2161.2200,,,A,39.0700,Rollins Inc.,20,7340,GA
009273,67847,3914,2020/06/30,2020,INDL,C,D,STD,RGLD,780287108,ROYAL GOLD INC,USD,0.0000,2766.2870,155.9850,2272.2170,319.1280,65.5310,0.9010,308.7480,71.4710,0.0270,2326.0000,498.8190,0.0000,,A,124.3200,Royal Gold Inc,15,6795,CO
009317,68196,4040,2020/12/31,2020,INDL,C,D,STD,SEIC,784117103,SEI INVESTMENTS CO,USD,,2167.2560,,1739.9070,787.7270,143.3960,8.5790,34.0580,,,227.4490,1684.0580,,,A,57.4700,SEI Investments Co,40,6282,PA
009465,14277,21576,2020/12/31,2020,INDL,C,D,STD,SLB,806857108,SCHLUMBERGER LTD,USD,,42434.0000,1217.0000,12071.0000,3006.0000,1392.3260,1098.0000,16799.0000,1734.0000,86.0000,7943.0000,23601.0000,,580.0000,A,21.8300,Schlumberger Ltd,10,1389,TX
009555,85926,34702,2020/12/31,2020,INDL,C,D,STD,SEE,81211K100,SEALED AIR CORP,USD,-1.2000,6083.8000,181.1000,172.5000,548.7000,155.1580,53.8000,3784.6000,100.4000,16.5000,1265.8000,4903.2000,,,A,45.7900,Sealed Air Corp,15,3081,NC
009667,36468,21609,2020/12/31,2020,INDL,C,D,STD,SHW,824348106,SHERWIN-WILLIAMS CO,USD,,20401.6000,303.8000,3610.8000,226.6000,90.8250,412.5000,9701.0000,488.0000,,3595.6000,18361.7000,,,A,734.9100,Sherwin-Williams Co (The),15,2851,OH
009698,49138,21617,2020/09/30,2020,INDL,C,D,STD,SIF,826546103,SIFCO INDUSTRIES,USD,0.0000,121.9480,9.0260,45.5230,0.4270,5.9160,21.0050,20.7940,0.0000,0.4460,61.2220,113.5730,0.0000,,A,3.6800,SIFCO Industries Inc.,20,3724,OH
009771,65402,21625,2020/12/31,2020,INDL,C,D,STD,AOS,831865209,SMITH (A.O.),USD,0.0000,3160.7000,56.8000,1848.3000,689.6000,161.4680,6.8000,140.8000,158.7000,,582.9000,2895.3000,0.0000,,A,54.8200,A. O. Smith Corp,20,3630,WI
009778,60206,4162,2020/12/31,2020,INDL,C,D,STD,SNA,833034101,SNAP-ON INC,USD,41.5000,6557.3000,65.6000,3824.9000,923.4000,54.1020,290.5000,1223.5000,243.3000,12.3000,578.1000,3942.2000,1.8000,57.4000,A,171.1400,Snap-On Inc,20,3420,WI
009783,64995,2535,2020/12/31,2020,INDL,C,D,STD,KEY,493267108,KEYCORP,USD,,170336.0000,,16081.0000,17285.0000,975.7730,979.0000,13709.0000,,16.8260,753.0000,7337.0000,,,A,16.4100,KeyCorp,40,6020,OH
009815,71176,4196,2020/12/31,2020,INDL,C,D,STD,SON,835495102,SONOCO PRODUCTS CO,USD,,5277.2590,183.6630,1910.5280,564.8480,100.4160,455.7840,1244.4400,,20.0000,,5237.4430,,,A,59.2500,Sonoco Products Co,15,2650,SC
009882,58683,4181,2020/12/31,2020,INDL,C,D,STD,LUV,844741108,SOUTHWEST AIRLINES,USD,0.0000,34588.0000,515.0000,8876.0000,13334.0000,590.4740,526.0000,11673.0000,188.0000,56.5370,17723.0000,9048.0000,815.0000,,A,46.6100,Southwest Airlines Co.,20,4512,TX
009899,66093,21645,2020/12/31,2020,INDL,C,D,STD,T,00206R102,AT&T INC,USD,1851.0000,525761.0000,15675.0000,161673.0000,9740.0000,7126.0000,3470.0000,175977.0000,14956.0000,,152029.0000,171760.0000,,,A,28.7600,AT&T Inc,50,4812,TX
010008,43481,21662,2020/06/30,2020,INDL,C,D,STD,SXI,854231107,STANDEX INTERNATIONAL CORP,USD,0.6220,930.8780,21.5210,461.6320,118.8090,12.2360,8.0160,235.4430,10.6060,3.8000,177.3210,604.5350,0.1800,6.9000,A,57.5500,Standex International Corp,20,3585,NH
010016,43350,21664,2020/12/31,2020,INDL,C,D,STD,SWK,854502101,STANLEY BLACK & DECKER INC,USD,1324.4000,23566.3000,348.1000,,1398.3000,160.2230,1.5000,4245.4000,450.6000,53.0000,,14534.6000,,,A,178.5600,Stanley Black & Decker Inc,20,3540,CT
010030,18438,21665,2020/06/30,2020,INDL,C,D,STD,SCX,855668109,STARRETT (L.S.) CO  -CL A,USD,0.0000,172.6830,9.2770,45.9830,13.4580,6.9880,6.4370,28.9960,0.0000,1.4850,41.5550,201.4510,0.0000,3.8000,A,3.3900,L.S. Starrett Co (The),20,3420,MA
010035,72726,4260,2020/12/31,2020,INDL,C,D,STD,STT,857477103,STATE STREET CORP,USD,,314706.0000,,23729.0000,123533.0000,353.1560,7400.0000,13805.0000,,,,12078.0000,,,A,72.7800,State Street Corporation,40,6020,MA
010086,72980,4120,2020/12/31,2020,INDL,C,D,STD,STC,860372101,STEWART INFORMATION SERVICES,USD,,1978.5750,,1005.1120,453.3610,26.7280,,220.8620,,,158.1500,2288.4320,,,A,48.3600,Stewart Information Services Corp,40,6361,TX
010115,73139,4298,2020/12/31,2020,INDL,C,D,STD,SYK,863667101,STRYKER CORP,USD,4222.0000,34330.0000,487.0000,13084.0000,3024.0000,376.1000,870.0000,13555.0000,863.0000,43.0000,3175.0000,14351.0000,0.0000,984.0000,A,245.0400,Stryker Corp,35,3842,MI
010121,14601,54824,2020/12/31,2020,INDL,C,D,STD,NAVI,63938C108,NAVIENT CORP,USD,,87412.0000,,2433.0000,3537.0000,187.0000,6613.0000,77332.0000,,,,3990.0000,,,A,9.8200,Navient Corp,40,6111,DE
010247,52038,21698,2020/06/30,2020,INDL,C,D,STD,SYY,871829107,SYSCO CORP,USD,142.7800,22628.2660,720.4230,1158.6130,6077.6600,508.2590,1651.5610,13425.9810,856.3120,57.0000,5062.1830,52893.3100,28.7170,,A,54.6600,Sysco Corporation,30,5140,TX
010364,74836,6389,2020/09/30,2020,INDL,C,D,STD,TCCO,878409101,TECHNICAL COMMUNICATIONS CP,USD,0.0000,3.2810,0.0030,1.3640,1.5140,1.8500,0.1520,0.5570,0.0000,0.0230,0.5770,4.1080,0.0000,1.0690,A,3.4100,Technical Communications Co,45,3663,MA
010380,74908,4494,2020/06/30,2020,INDL,C,D,STD,SSY,86737U102,SUNLINK HEALTH SYSTEMS INC,USD,0.0000,27.9710,1.1850,13.7430,11.1840,6.8990,1.7660,2.5640,0.0000,,6.2940,47.8130,0.5590,0.0000,A,0.8950,SunLink Health Systems Inc.,35,5912,GA
010405,43123,21722,2020/12/31,2020,INDL,C,D,STD,ATI,01741R102,ALLEGHENY TECHNOLOGIES INC,USD,0.0000,4034.9000,136.5000,521.1000,645.9000,126.8160,17.8000,1550.0000,0.0000,,1469.2000,2982.1000,5.9000,,A,16.7700,Allegheny Technologies Inc,15,3350,PA
010453,51369,21731,2020/12/31,2020,INDL,C,D,STD,TER,880770102,TERADYNE INC,USD,,3652.3460,184.9770,2207.0180,1436.4010,166.0430,53.9160,418.8410,66.4820,,449.3690,3121.4690,0.0000,374.9640,A,119.8900,Teradyne Inc.,45,3825,MA
010499,15579,21737,2020/12/31,2020,INDL,C,D,STD,TXN,882508104,TEXAS INSTRUMENTS INC,USD,0.0000,19351.0000,649.0000,9187.0000,6568.0000,919.3540,622.0000,6497.0000,3426.0000,30.0000,3588.0000,14461.0000,,1530.0000,A,164.1300,Texas Instruments Inc,45,3674,TX
010549,76081,6765,2020/07/31,2020,INDL,C,D,STD,THO,885160101,THOR INDUSTRIES INC,USD,0.0000,5771.4600,106.6970,2319.7820,541.3630,55.1990,55.6040,1686.0300,88.3180,22.2500,1107.6490,8167.9330,27.6770,,A,113.9900,Thor Industries Inc.,25,3790,IN
010581,14795,21758,2020/12/31,2020,INDL,C,D,STD,TKR,887389104,TIMKEN CO,USD,24.0000,5041.6000,121.6000,2152.9000,321.1000,75.3560,157.9000,1509.4000,87.0000,17.0000,1153.8000,3513.2000,0.0000,,A,77.3600,Timken Co (The),20,3562,OH
010614,62308,21764,2020/12/31,2020,INDL,C,D,STD,GL,37959E102,GLOBE LIFE INC,USD,,29046.7310,,8771.0920,202.6290,105.0580,254.9180,1667.8860,,,,4738.5550,,,A,94.9600,Globe Life Inc,40,6311,TX
010618,60580,4516,2020/10/31,2020,INDL,C,D,STD,TTC,891092108,TORO CO,USD,138.2250,2853.2280,78.0680,1114.8280,479.8920,107.5830,115.3200,757.8910,107.6980,10.3850,546.6710,3379.8900,,124.1000,A,82.1000,Toro Co (The),20,3523,MN
010740,92583,7329,2020/06/30,2020,INDL,C,D,STD,TRT,896712205,TRIO-TECH INTERNATIONAL,USD,0.0000,35.6600,1.0170,23.9660,10.8470,3.6730,1.3040,2.8050,0.0000,0.5350,11.2540,34.4650,0.0390,0.3550,A,3.1300,Trio-Tech International,45,3559,CA
010777,59600,4604,2020/06/30,2020,INDL,C,D,STD,TWIN,901476101,TWIN DISC INC,USD,0.0000,294.1270,10.6990,139.3890,10.6880,13.4060,6.6480,51.3910,0.0000,0.8060,72.7320,246.8380,0.1370,1.8200,A,5.5400,Twin Disc Inc,20,3560,WI
010789,76185,26080,2020/12/31,2020,INDL,C,D,STD,TYL,902252105,TYLER TECHNOLOGIES INC,USD,1.2920,2607.2740,22.6900,1986.1110,603.6230,40.3150,5.9040,16.2790,0.0000,,186.7380,1116.6630,0.0000,88.3630,A,436.5200,Tyler Technologies Inc.,45,7373,TX
010793,77730,4620,2020/09/30,2020,INDL,C,D,STD,TSN,902494103,TYSON FOODS INC  -CL A,USD,0.0000,34741.0000,1199.0000,15465.0000,1420.0000,365.0000,709.0000,11159.0000,601.0000,139.0000,8128.0000,43185.0000,,98.0000,A,59.4800,Tyson Foods Inc.,30,2011,AR
010795,91103,21793,2020/12/31,2020,INDL,C,D,STD,UAL,910047109,UNITED AIRLINES HOLDINGS INC,USD,0.0000,59548.0000,1767.0000,5960.0000,11938.0000,290.9900,2705.0000,30046.0000,0.0000,,36003.0000,15355.0000,0.0000,,A,43.2500,United Airlines Holdings Inc,20,4512,IL
010801,17929,21794,2020/09/30,2020,INDL,C,D,STD,UGI,902681105,UGI CORP,USD,16.0000,13985.0000,655.0000,4128.0000,357.0000,208.3540,487.0000,6315.0000,273.0000,11.3000,7375.0000,6559.0000,0.0000,,A,32.9800,UGI Corp,55,4932,PA
010839,78044,4685,2020/06/30,2020,INDL,C,D,STD,UFI,904677200,UNIFI INC,USD,0.0000,474.1620,18.5090,316.1550,75.2670,18.4460,15.3460,91.8580,0.0000,2.7600,213.1860,606.5090,0.0000,11.2570,A,12.8800,UNIFI INC.,25,2200,NC
010840,65306,6051,2020/08/31,2020,INDL,C,D,STD,UNF,904708104,UNIFIRST CORP,USD,41.2210,2199.0270,116.7170,1741.1290,474.8380,18.8940,12.5690,29.2610,15.7000,14.0000,625.1800,1804.1590,,,A,192.6200,UniFirst Corp,20,2300,MA
010846,28302,21802,2020/12/31,2020,INDL,C,D,STD,UL,904767704,UNILEVER PLC,USD,,81555.2110,1123.4200,18401.4230,7590.3160,2622.0000,5377.2270,27535.8380,5157.8470,,12726.4650,61141.9990,,,A,60.3600,Unilever PLC,30,2840,
010867,48725,21810,2020/12/31,2020,INDL,C,D,STD,UNP,907818108,UNION PACIFIC CORP,USD,0.0000,62398.0000,2927.0000,16958.0000,1866.0000,671.3510,1390.0000,26943.0000,2626.0000,30.9600,55771.0000,19533.0000,,,A,208.2200,Union Pacific Corp,20,4011,NE
010894,59300,3334,2020/12/31,2020,INDL,C,D,STD,UDR,902653104,UDR INC,USD,,9637.5330,,3189.4350,24.1710,296.6120,0.0000,5172.1400,,,,1266.2830,,0.0000,A,38.4300,UDR Inc,60,6798,CO
010916,78829,4673,2020/12/31,2020,INDL,C,D,STD,UMBF,902788108,UMB FINANCIAL CORP,USD,,33127.5040,,3016.9480,5191.0150,48.0060,2315.4970,269.5950,,,293.0950,1368.6550,,,A,68.9900,UMB Financial Corp,40,6020,MO
010920,87447,36383,2020/12/31,2020,INDL,C,D,STD,UPS,911312106,UNITED PARCEL SERVICE INC,USD,20.0000,62492.0000,5412.0000,741.0000,6316.0000,864.6000,3183.0000,24571.0000,3374.0000,540.0000,35327.0000,84628.0000,40.0000,,A,168.4000,United Parcel Service Inc,20,4210,GA
010983,17830,21832,2020/12/31,2020,INDL,C,D,STD,RTX,75513E101,RAYTHEON TECHNOLOGIES CORP,USD,-2789.0000,162153.0000,1795.0000,72163.0000,8802.0000,1519.4390,1279.0000,32542.0000,2732.0000,181.0000,16842.0000,56587.0000,,2582.0000,A,71.5100,Raytheon Technologies Corp,20,3724,MA
010999,67360,21835,2020/12/31,2020,INDL,C,D,STD,UTL,913259107,UNITIL CORP,USD,0.0000,1477.9000,122.6000,389.0000,6.0000,15.0120,64.9000,527.0000,22.6000,0.5120,1198.4000,418.6000,0.0000,,A,44.2700,Unitil Corp,55,4931,NH
011012,59619,4684,2020/12/31,2020,INDL,C,D,STD,SXT,81725T100,SENSIENT TECHNOLOGIES CORP,USD,0.0000,1740.8600,52.1620,934.3360,24.7700,42.3070,9.2470,518.0040,66.0570,,445.4930,1332.0010,,,A,73.7700,Sensient Technologies Corp,15,2860,WI
011115,27043,21859,2020/09/30,2020,INDL,C,D,STD,VAR,92220P105,VARIAN MEDICAL SYSTEMS INC,USD,36.2000,4462.2000,84.3000,2075.5000,810.7000,91.2000,385.6000,109.8000,0.0000,10.6130,465.9000,3168.2000,0.0000,280.6000,A,172.0000,Varian Medical Systems Inc,35,3845,CA
011124,81116,13447,2020/12/31,2020,INDL,C,D,STD,VECO,922417100,VEECO INSTRUMENTS INC,USD,,898.0640,,408.3740,320.0540,49.6120,0.0000,327.4200,,,75.5460,454.1630,,78.9940,A,17.3600,Veeco Instruments Inc,45,3559,NY
011178,80857,4815,2020/07/31,2020,INDL,C,D,STD,VLGEA,927107409,VILLAGE SUPER MARKET  -CL A,USD,73.6220,915.5460,54.4950,332.3200,111.6810,14.5530,26.3110,396.1810,12.9650,8.7130,579.4970,1804.5940,,0.0000,A,25.2500,Village Super Market Inc,30,5411,NJ
011191,57808,21869,2020/12/31,2020,INDL,C,D,STD,VSH,928298108,VISHAY INTERTECHNOLOGY INC,USD,25.8520,3154.4730,123.5990,1576.2150,778.3500,144.6600,22.0740,481.1060,54.9690,,1045.6050,2501.8980,0.4030,,A,20.7100,Vishay Intertechnology Inc.,45,3670,PA
011213,81190,4825,2020/10/31,2020,INDL,C,D,STD,VOLT,928703107,VOLT INFO SCIENCES INC,USD,0.0000,241.8450,5.2680,27.8740,59.2860,21.7290,7.1440,97.3860,0.0000,15.6000,47.2740,822.0550,0.3990,,A,1.2700,Volt Information Sciences Inc.,20,7363,CA
011234,81294,4881,2020/08/31,2020,INDL,C,D,STD,WDFC,929236107,WD-40 CO,USD,0.0000,362.6370,19.3070,160.3130,56.4620,13.6650,2.6400,119.6180,36.0390,0.5220,68.9270,408.4980,0.3620,6.0000,A,204.3800,WD-40 Co,30,2890,CA
011264,19502,21881,2020/08/31,2020,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,,87174.0000,1374.0000,20637.0000,746.0000,865.6040,5998.0000,35196.0000,1747.0000,331.0000,35065.0000,139537.0000,724.0000,,A,38.0200,Walgreens Boots Alliance Inc,30,5912,IL
011301,52425,21889,2020/12/31,2020,INDL,C,D,STD,WRE,939653101,WASHINGTON REIT,USD,,2409.8180,,1320.7870,8.3030,84.4090,0.0000,987.3700,,,,294.1180,,0.0000,A,21.6300,Washington Real Estate Investment Trust,60,6798,DC
011313,46068,21893,2020/12/31,2020,INDL,C,D,STD,WSO,942622200,WATSCO INC,USD,0.0000,2496.9170,16.3420,1486.6780,146.0670,38.4820,71.8040,139.5270,265.7130,,307.3940,5054.9280,,,A,226.5500,Watsco Inc,20,5070,FL
011313,66376,21893,2020/12/31,2020,INDL,C,D,STD,WSO,942622200,WATSCO INC,USD,0.0000,2496.9170,16.3420,1486.6780,146.0670,38.4820,71.8040,139.5270,265.7130,,307.3940,5054.9280,,,A,226.5500,Watsco Inc,20,5070,FL
011399,66384,4879,2020/06/30,2020,INDL,C,D,STD,WDC,958102105,WESTERN DIGITAL CORP,USD,22.0000,25662.0000,647.0000,9551.0000,3048.0000,302.0000,322.0000,9498.0000,595.0000,63.8000,3084.0000,16736.0000,0.0000,2261.0000,A,44.1500,Western Digital Corp,45,3572,CA
011456,39917,21914,2020/12/31,2020,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,0.0000,16311.0000,706.0000,8731.0000,495.0000,747.3850,150.0000,5325.0000,381.0000,9.4000,14181.0000,7532.0000,526.0000,,A,33.5300,Weyerhaeuser Co,60,2400,WA
011465,25419,21916,2020/12/31,2020,INDL,C,D,STD,WHR,963320106,WHIRLPOOL CORP,USD,0.0000,20350.0000,410.0000,3799.0000,2924.0000,62.0000,310.0000,5897.0000,311.0000,,4188.0000,19456.0000,,,A,180.4900,Whirlpool Corp,25,3630,MI
011537,51086,21927,2020/08/31,2020,INDL,C,D,STD,WGO,974637100,WINNEBAGO INDUSTRIES,USD,260.9650,1713.7000,32.3770,827.4660,292.5750,33.6430,3.1990,544.5460,14.5880,5.5050,208.8060,2355.5330,0.0000,,A,53.9800,Winnebago Industries Inc.,25,3790,IA
011550,23536,21931,2020/12/31,2020,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,604.5000,37028.1000,2238.8000,10469.7000,24.8000,315.4350,2562.7000,11728.1000,798.0000,,25707.4000,7241.7000,,,A,92.0300,WEC Energy Group Inc,55,4931,WI
011580,84403,27497,2020/09/30,2020,INDL,C,D,STD,WWD,980745103,WOODWARD INC,USD,0.0000,3903.3360,47.0870,1992.6770,166.9410,62.4840,106.5590,751.4180,37.6640,7.2480,1016.3330,2495.6650,,133.1340,A,80.1600,Woodward Inc,20,3620,CO
011636,27983,21945,2020/12/31,2020,INDL,C,D,STD,XRX,98421M106,XEROX HOLDINGS CORP,USD,203.0000,14741.0000,74.0000,5592.0000,2625.0000,198.3860,477.0000,4300.0000,230.0000,,1013.0000,7022.0000,,,A,23.1900,Xerox Holdings Corp,45,3577,CT
011649,59483,5037,2020/12/31,2020,INDL,C,D,STD,YELL,985510106,YELLOW CORP,USD,0.0000,2185.8000,140.6000,-223.3000,478.0000,53.2810,118.2000,1394.0000,0.0000,,1040.2000,4513.7000,56.1000,,A,4.4300,Yellow Corp,20,4213,KS
011670,38295,21948,2020/09/30,2020,INDL,C,D,STD,SPB,84790A105,SPECTRUM BRND HLDG INC,USD,16.9000,5107.3000,61.0000,1407.5000,531.6000,43.1000,37.7000,2549.8000,75.2000,12.1000,500.3000,3964.2000,4.2000,41.8000,A,57.1600,Spectrum Brands Holdings Inc,30,3420,WI
011687,84129,5057,2020/12/31,2020,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,,81476.0000,,7320.0000,7382.0000,164.0900,1572.0000,1336.0000,,9.6780,,2942.0000,,,A,43.4400,Zions Bancorporation NA,40,6020,UT
011721,90756,7765,2020/09/30,2020,INDL,C,D,STD,OSK,688239201,OSHKOSH CORP,USD,0.0000,5815.9000,130.2000,2850.7000,586.4000,68.1510,52.3000,936.7000,81.8000,14.4000,728.1000,6856.8000,41.2000,103.9000,A,73.5000,Oshkosh Corp,20,3711,WI
011729,68419,20707,2020/12/31,2020,INDL,C,D,STD,WTM,G9618E107,WHITE MTNS INS GROUP LTD,USD,,4831.4000,,3906.0000,1000.4000,3.1020,0.0000,376.4000,,,,1180.7000,,,A,1000.6600,White Mountains Insurance Group Ltd,40,6351,
011745,13600,54195,2020/12/31,2020,INDL,C,D,STD,QLYS,74758T303,QUALYS INC,USD,1.5000,736.8190,30.0370,404.4820,356.0240,39.1190,11.6720,45.7000,0.0000,,109.6880,362.9630,0.4190,72.5480,A,121.8700,Qualys Inc,45,7372,CA
011796,87426,7557,2020/12/31,2020,INDL,C,D,STD,LCII,50189K103,LCI INDUSTRIES,USD,182.1300,2298.0310,57.3460,908.3260,51.8210,25.1540,43.2630,803.1250,70.4010,,491.3970,2796.1660,0.0000,,A,129.6800,LCI Industries,25,3711,IN
011811,88664,7864,2020/06/30,2020,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,30.3760,2428.4740,53.5380,1549.6880,213.3450,76.6300,11.8270,56.8050,127.4210,6.7170,337.3800,1697.0670,,109.9880,A,184.0300,Henry (Jack) & Associates Inc,45,7373,MO
011842,15318,362,2020/12/31,2020,INDL,C,D,STD,ASB,045487105,ASSOCIATED BANC-CORP,USD,31.5180,33419.7830,54.6820,3737.4210,716.0480,153.5400,569.6710,1901.2590,130.3810,4.4590,419.8760,1419.4470,,,A,17.0500,Associated Banc-Corp,40,6020,WI
011856,71563,4163,2020/12/31,2020,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,,509228.0000,,62759.0000,20613.0000,1348.9610,6092.0000,39597.0000,,,,24433.0000,,,A,47.9300,Truist Financial Corp,40,6020,NC
011861,80072,4818,2020/12/31,2020,INDL,C,D,STD,VLY,919794107,VALLEY NATIONAL BANCORP,USD,,40686.0760,,4382.4290,1329.2050,403.8590,1147.9580,2628.4050,,,571.8500,1566.7510,,,A,9.7500,Valley National Bancorp,40,6020,NY
011872,85586,7914,2020/09/30,2020,INDL,C,D,STD,ARKR,040712101,ARK RESTAURANTS CORP,USD,0.0000,153.3160,2.4860,36.5270,16.8860,3.5020,15.1180,86.0280,1.7500,1.2620,91.8730,106.4900,0.0000,0.0000,A,10.8600,Ark Restaurants Corp.,25,5812,NY
011896,35917,5908,2020/12/31,2020,INDL,C,D,STD,FMBI,320867104,FIRST MIDWEST BANCORP INC,USD,,20838.6780,,2459.5060,1117.2440,114.2960,1546.4140,234.7680,,,,791.9710,,,A,15.9200,First Midwest Bancorp Inc,40,6020,IL
011922,13508,54136,2020/09/30,2020,INDL,C,D,STD,NGVC,63888U108,NATURAL GROCERS VITAMIN CTGE,USD,0.0000,681.7920,26.7520,173.0660,28.5340,22.5470,34.9920,365.1470,6.3010,4.2720,527.2640,1036.8420,0.0000,0.0000,A,9.8600,Natural Grocers by Vitamin Cottage Inc,30,5400,CO
